date,product_id,product_name,price,demand,day_of_week,discount,rating,sentiment_score,competitor_price
2023-08-11,P8,Power Bank,93.9,327,Friday,15,3.96,0.26,74.49
2023-01-13,P8,Power Bank,104.17,413,Friday,20,4.25,0.52,76.48
2023-10-05,P8,Power Bank,103.74,445,Thursday,20,4.74,0.83,119.08
2024-12-29,P8,Power Bank,94.63,358,Sunday,10,4.04,0.33,83.43
2023-03-07,P8,Power Bank,113.82,331,Tuesday,10,3.83,0.19,108.18
2024-05-13,P8,Power Bank,101.68,372,Monday,20,4.08,0.48,88.92
2023-02-01,P8,Power Bank,84.3,376,Wednesday,20,3.8,0.17,60.0
2023-01-04,P8,Power Bank,107.54,340,Wednesday,10,3.57,0.1,105.05
2024-06-16,P8,Power Bank,94.28,430,Sunday,20,4.7,0.79,118.07
2024-03-12,P8,Power Bank,86.95,423,Tuesday,15,4.36,0.63,57.77
2023-09-21,P8,Power Bank,101.76,308,Thursday,10,4.22,0.38,124.82
2023-12-27,P8,Power Bank,104.87,441,Wednesday,10,4.85,0.86,118.69
2024-07-23,P8,Power Bank,119.7,327,Tuesday,5,4.4,0.65,137.44
2023-10-28,P8,Power Bank,119.28,397,Saturday,5,4.54,0.73,125.26
2023-10-24,P8,Power Bank,98.82,403,Tuesday,15,3.5,0.08,115.82
2024-11-30,P8,Power Bank,100.98,453,Saturday,20,4.39,0.61,82.64
2024-07-13,P8,Power Bank,97.95,400,Saturday,15,3.99,0.37,99.04
2023-10-24,P8,Power Bank,104.78,398,Tuesday,15,3.81,0.28,120.0
2024-05-07,P8,Power Bank,92.55,381,Tuesday,15,4.57,0.73,71.98
2024-01-28,P8,Power Bank,109.3,373,Sunday,10,4.59,0.68,85.43
2023-04-09,P8,Power Bank,119.97,300,Sunday,0,4.84,0.8,117.51
2023-03-25,P8,Power Bank,117.29,275,Saturday,0,4.02,0.43,104.28
2023-11-23,P8,Power Bank,119.74,344,Thursday,0,4.49,0.73,143.77
2024-09-09,P8,Power Bank,112.58,298,Monday,0,4.02,0.39,138.69
2024-03-21,P8,Power Bank,88.24,409,Thursday,15,4.66,0.74,79.6
2023-12-09,P8,Power Bank,94.38,445,Saturday,15,4.21,0.44,73.03
2023-04-10,P8,Power Bank,94.94,348,Monday,15,4.26,0.59,123.35
2024-10-14,P8,Power Bank,113.07,393,Monday,10,4.0,0.23,102.12
2024-07-15,P8,Power Bank,117.31,281,Monday,0,4.51,0.62,109.25
2024-02-27,P8,Power Bank,96.7,398,Tuesday,15,4.76,0.85,95.99
2024-11-01,P8,Power Bank,77.14,390,Friday,20,3.62,0.12,82.01
2024-08-02,P8,Power Bank,101.13,291,Friday,10,3.92,0.27,116.06
2023-06-28,P8,Power Bank,100.33,353,Wednesday,10,4.4,0.59,103.05
2024-05-24,P8,Power Bank,88.68,408,Friday,15,4.86,0.91,117.82
2023-07-11,P8,Power Bank,110.68,266,Tuesday,0,3.65,0.04,121.31
2023-04-12,P8,Power Bank,109.81,391,Wednesday,10,3.81,0.15,119.85
2024-10-01,P8,Power Bank,78.78,403,Tuesday,20,4.14,0.34,70.57
2023-05-20,P8,Power Bank,85.24,399,Saturday,15,4.53,0.68,64.06
2023-08-22,P8,Power Bank,118.53,339,Tuesday,5,4.38,0.61,96.02
2024-04-14,P8,Power Bank,81.83,393,Sunday,15,4.2,0.48,66.71
2024-07-20,P8,Power Bank,77.33,414,Saturday,20,4.15,0.45,106.73
2023-07-25,P8,Power Bank,113.94,289,Tuesday,0,4.64,0.79,118.94
2023-03-08,P8,Power Bank,76.07,397,Wednesday,20,4.04,0.41,63.23
2023-10-14,P8,Power Bank,81.7,399,Saturday,15,3.77,0.14,109.82
2023-05-06,P8,Power Bank,117.91,341,Saturday,5,3.95,0.33,126.15
2023-03-25,P8,Power Bank,104.08,359,Saturday,5,4.98,1.08,108.38
2024-12-24,P8,Power Bank,119.66,310,Tuesday,0,3.81,0.22,138.15
2024-01-02,P8,Power Bank,79.18,432,Tuesday,20,4.67,0.76,53.28
2024-02-09,P8,Power Bank,81.29,375,Friday,15,4.08,0.38,91.52
2024-01-25,P8,Power Bank,120.49,299,Thursday,5,4.03,0.3,143.74
2024-04-20,P8,Power Bank,87.28,436,Saturday,20,4.58,0.81,115.61
2024-12-04,P8,Power Bank,109.34,392,Wednesday,5,4.83,0.97,97.48
2024-08-31,P8,Power Bank,94.98,377,Saturday,5,4.77,0.81,98.52
2023-04-21,P8,Power Bank,81.0,381,Friday,15,4.65,0.74,110.2
2023-05-25,P8,Power Bank,92.92,376,Thursday,10,4.92,0.93,81.91
2023-01-23,P8,Power Bank,111.19,335,Monday,5,4.98,0.99,122.19
2023-12-06,P8,Power Bank,115.91,350,Wednesday,0,4.1,0.44,99.18
2024-02-23,P8,Power Bank,97.58,309,Friday,15,3.7,0.13,126.32
2024-01-27,P8,Power Bank,107.16,388,Saturday,5,4.63,0.68,133.51
2023-06-26,P8,Power Bank,98.21,364,Monday,20,3.72,0.24,105.6
2024-07-17,P8,Power Bank,97.08,361,Wednesday,10,3.85,0.29,68.58
2023-01-02,P8,Power Bank,104.22,363,Monday,15,4.6,0.76,99.74
2024-08-19,P8,Power Bank,112.51,274,Monday,0,4.41,0.62,134.37
2024-11-08,P8,Power Bank,97.96,317,Friday,0,3.56,0.01,121.52
2024-05-18,P8,Power Bank,111.67,356,Saturday,5,4.3,0.56,100.73
2023-01-29,P8,Power Bank,98.94,403,Sunday,20,3.61,0.01,88.24
2023-06-01,P8,Power Bank,81.47,421,Thursday,20,4.97,0.95,103.54
2024-06-22,P8,Power Bank,91.06,393,Saturday,20,3.79,0.24,82.62
2024-01-09,P8,Power Bank,95.96,370,Tuesday,15,4.65,0.74,117.2
2023-04-16,P8,Power Bank,110.77,328,Sunday,0,3.61,0.06,95.65
2024-04-10,P8,Power Bank,110.13,293,Wednesday,0,3.68,0.1,138.74
2024-10-21,P8,Power Bank,95.99,389,Monday,5,4.55,0.68,116.32
2023-02-16,P8,Power Bank,106.5,296,Thursday,0,4.12,0.47,100.78
2024-03-22,P8,Power Bank,106.01,274,Friday,0,3.53,-0.03,97.95
2023-03-10,P8,Power Bank,108.6,296,Friday,5,3.51,0.03,87.29
2024-01-21,P8,Power Bank,87.01,421,Sunday,15,4.8,0.93,108.05
2023-04-04,P8,Power Bank,94.88,372,Tuesday,10,4.4,0.57,98.47
2023-11-08,P8,Power Bank,93.96,416,Wednesday,20,4.79,0.94,80.81
2023-02-24,P8,Power Bank,94.66,338,Friday,20,3.51,-0.07,95.76
2024-11-29,P8,Power Bank,97.65,406,Friday,10,4.85,0.85,93.0
2024-06-19,P8,Power Bank,112.32,366,Wednesday,10,4.82,0.84,107.29
2023-07-02,P8,Power Bank,93.89,392,Sunday,20,4.15,0.39,112.24
2024-09-30,P8,Power Bank,122.75,270,Monday,0,4.11,0.46,122.72
2023-09-16,P8,Power Bank,95.75,375,Saturday,20,3.67,0.14,72.09
2024-08-17,P8,Power Bank,101.58,435,Saturday,15,4.42,0.6,103.59
2023-07-16,P8,Power Bank,80.86,388,Sunday,20,4.25,0.41,96.03
2024-11-14,P8,Power Bank,87.97,351,Thursday,10,4.17,0.52,110.85
2023-12-15,P8,Power Bank,90.3,421,Friday,15,4.2,0.44,103.06
2024-11-23,P8,Power Bank,94.59,447,Saturday,15,4.72,0.78,80.15
2023-05-29,P8,Power Bank,101.05,351,Monday,0,4.93,0.94,115.47
2024-04-13,P8,Power Bank,109.57,385,Saturday,15,4.2,0.46,95.54
2023-03-24,P8,Power Bank,88.79,367,Friday,10,4.86,0.84,99.46
2023-11-27,P8,Power Bank,103.48,391,Monday,15,4.98,1.06,93.77
2024-05-09,P8,Power Bank,76.99,434,Thursday,20,3.75,0.2,57.56
2023-10-26,P8,Power Bank,91.14,441,Thursday,20,3.92,0.28,73.01
2024-07-29,P8,Power Bank,106.95,339,Monday,0,4.94,1.01,123.42
2023-01-31,P8,Power Bank,113.75,338,Tuesday,10,4.35,0.56,122.28
2023-08-20,P8,Power Bank,94.49,338,Sunday,5,4.34,0.56,91.03
2023-08-05,P8,Power Bank,104.59,408,Saturday,20,3.91,0.26,92.21
2024-05-19,P8,Power Bank,102.77,424,Sunday,10,4.98,1.01,104.2
2024-02-06,P8,Power Bank,103.29,335,Tuesday,15,3.61,-0.02,106.5
2023-10-03,P8,Power Bank,93.72,439,Tuesday,20,4.35,0.51,104.34
2024-05-17,P8,Power Bank,124.19,292,Friday,0,4.79,0.86,95.96
2023-09-02,P8,Power Bank,92.13,335,Saturday,5,4.39,0.54,114.25
2024-09-09,P8,Power Bank,103.05,361,Monday,15,4.4,0.57,75.01
2024-05-29,P8,Power Bank,85.01,390,Wednesday,15,4.25,0.53,105.07
2023-03-24,P8,Power Bank,111.87,277,Friday,0,3.86,0.24,126.63
2024-08-02,P8,Power Bank,86.37,375,Friday,15,4.26,0.55,78.2
2024-05-30,P8,Power Bank,112.85,330,Thursday,0,3.81,0.2,109.89
2023-10-16,P8,Power Bank,91.74,412,Monday,20,4.42,0.66,111.82
2023-03-10,P8,Power Bank,108.79,331,Friday,5,3.83,0.3,94.28
2023-05-26,P8,Power Bank,103.26,338,Friday,5,3.93,0.24,83.44
2024-12-12,P8,Power Bank,102.33,327,Thursday,0,4.94,0.92,100.74
2024-12-22,P8,Power Bank,98.04,459,Sunday,20,4.64,0.71,72.6
2024-04-21,P8,Power Bank,116.17,323,Sunday,10,4.21,0.39,100.76
2023-11-26,P8,Power Bank,97.01,407,Sunday,15,4.51,0.68,90.72
2024-08-07,P8,Power Bank,91.6,329,Wednesday,10,3.89,0.26,71.6
2023-10-19,P8,Power Bank,86.48,449,Thursday,20,4.69,0.8,83.26
2024-02-24,P8,Power Bank,106.89,364,Saturday,0,3.79,0.23,94.63
2024-04-01,P8,Power Bank,94.65,398,Monday,15,4.69,0.86,113.38
2024-03-12,P8,Power Bank,93.33,305,Tuesday,5,4.16,0.36,81.75
2023-05-28,P8,Power Bank,95.97,399,Sunday,15,3.57,0.03,116.86
2023-09-20,P8,Power Bank,84.43,319,Wednesday,15,3.87,0.21,99.87
2024-07-03,P8,Power Bank,97.39,401,Wednesday,15,4.62,0.83,95.41
2024-10-18,P8,Power Bank,85.06,409,Friday,20,3.63,0.15,89.22
2024-10-24,P8,Power Bank,77.76,388,Thursday,20,3.64,0.02,59.13
2023-01-25,P8,Power Bank,76.97,428,Wednesday,20,4.89,0.83,63.13
2023-09-15,P8,Power Bank,120.38,272,Friday,0,4.68,0.85,145.64
2024-02-12,P8,Power Bank,86.35,363,Monday,10,4.59,0.7,94.91
2024-08-23,P8,Power Bank,109.11,345,Friday,10,3.79,0.29,119.18
2023-07-04,P8,Power Bank,89.32,353,Tuesday,15,3.87,0.26,95.48
2023-08-18,P8,Power Bank,118.43,350,Friday,5,4.97,0.92,125.47
2024-08-07,P8,Power Bank,120.55,294,Wednesday,5,3.6,0.07,144.72
2023-04-04,P8,Power Bank,102.52,351,Tuesday,20,4.01,0.3,102.21
2023-12-13,P8,Power Bank,84.94,443,Wednesday,20,3.57,-0.03,93.1
2023-09-24,P8,Power Bank,78.78,425,Sunday,20,3.59,0.08,94.1
2024-08-28,P8,Power Bank,97.89,352,Wednesday,0,4.93,1.03,83.73
2024-11-14,P8,Power Bank,102.33,369,Thursday,20,3.99,0.36,130.2
2024-02-17,P8,Power Bank,106.64,385,Saturday,15,3.82,0.2,125.43
2024-06-05,P8,Power Bank,95.03,386,Wednesday,20,4.37,0.59,113.33
2024-07-14,P8,Power Bank,116.2,334,Sunday,0,4.32,0.64,133.56
2024-07-08,P8,Power Bank,125.18,303,Monday,0,4.3,0.52,110.04
2024-06-25,P8,Power Bank,116.09,342,Tuesday,5,4.96,0.98,97.91
2023-02-06,P8,Power Bank,101.04,348,Monday,10,4.59,0.68,95.85
2023-09-01,P8,Power Bank,83.59,406,Friday,15,4.44,0.66,108.29
2024-01-19,P8,Power Bank,102.7,390,Friday,15,4.43,0.71,80.15
2024-12-27,P8,Power Bank,88.48,370,Friday,20,3.52,-0.05,74.32
2024-07-03,P8,Power Bank,90.98,366,Wednesday,15,4.89,0.88,77.81
2024-10-21,P8,Power Bank,98.16,437,Monday,20,4.62,0.83,102.22
2024-11-22,P8,Power Bank,105.69,383,Friday,15,4.66,0.71,87.19
2024-06-16,P8,Power Bank,101.43,381,Sunday,15,4.7,0.7,110.29
2024-04-12,P8,Power Bank,83.6,405,Friday,20,4.24,0.52,105.99
2024-08-16,P8,Power Bank,105.44,354,Friday,5,4.24,0.45,121.76
2024-07-13,P8,Power Bank,88.88,413,Saturday,10,4.97,1.05,102.5
2023-01-15,P8,Power Bank,117.86,351,Sunday,5,3.9,0.32,101.18
2023-03-19,P8,Power Bank,99.52,372,Sunday,5,4.92,0.9,118.58
2023-12-18,P8,Power Bank,88.29,420,Monday,10,4.5,0.6,86.95
2023-01-08,P8,Power Bank,114.59,390,Sunday,5,4.87,0.89,89.47
2023-02-18,P8,Power Bank,114.7,324,Saturday,5,3.84,0.26,132.52
2024-09-30,P8,Power Bank,95.56,336,Monday,5,4.05,0.32,74.04
2024-06-10,P8,Power Bank,101.85,390,Monday,10,4.66,0.85,124.82
2023-09-05,P8,Power Bank,104.6,371,Tuesday,15,4.47,0.56,90.57
2024-05-28,P8,Power Bank,112.35,322,Tuesday,5,4.33,0.62,125.71
2024-09-20,P8,Power Bank,97.91,351,Friday,0,4.63,0.8,95.21
2023-12-08,P8,Power Bank,88.89,429,Friday,15,4.98,1.07,80.93
2023-04-05,P9,DSLR Camera,531.66,5,Wednesday,5,3.57,0.13,556.75
2023-11-22,P9,DSLR Camera,451.7,5,Wednesday,20,4.49,0.7,453.5
2023-02-13,P9,DSLR Camera,500.28,5,Monday,10,3.6,0.09,471.12
2024-03-09,P9,DSLR Camera,489.8,5,Saturday,15,3.56,0.13,510.4
2023-08-26,P9,DSLR Camera,472.38,5,Saturday,15,4.9,0.99,492.5
2024-03-27,P9,DSLR Camera,519.98,5,Wednesday,10,3.87,0.27,507.16
2023-11-11,P9,DSLR Camera,540.06,5,Saturday,5,4.93,0.96,534.08
2023-06-29,P9,DSLR Camera,454.25,5,Thursday,20,4.49,0.63,473.92
2024-05-21,P9,DSLR Camera,472.86,5,Tuesday,15,3.5,0.07,453.21
2024-10-23,P9,DSLR Camera,505.75,5,Wednesday,10,4.06,0.45,490.5
2023-06-18,P9,DSLR Camera,584.53,5,Sunday,0,4.79,0.79,602.13
2023-01-01,P9,DSLR Camera,456.68,5,Sunday,20,4.62,0.75,436.87
2023-03-16,P9,DSLR Camera,555.43,5,Thursday,5,3.95,0.23,580.32
2024-12-17,P9,DSLR Camera,500.32,5,Tuesday,15,4.03,0.42,528.63
2023-02-11,P9,DSLR Camera,512.08,5,Saturday,10,4.33,0.61,525.67
2024-12-19,P9,DSLR Camera,464.95,5,Thursday,20,3.69,0.04,444.76
2023-05-21,P9,DSLR Camera,506.65,5,Sunday,10,4.13,0.46,481.03
2024-02-11,P9,DSLR Camera,483.85,5,Sunday,15,4.15,0.43,475.39
2024-02-20,P9,DSLR Camera,450.21,5,Tuesday,20,3.88,0.16,427.15
2023-01-28,P9,DSLR Camera,468.13,5,Saturday,20,4.21,0.57,456.16
2024-06-04,P9,DSLR Camera,449.18,5,Tuesday,20,4.94,1.05,465.56
2024-10-10,P9,DSLR Camera,458.39,5,Thursday,20,4.26,0.51,459.83
2024-06-13,P9,DSLR Camera,455.96,5,Thursday,20,3.82,0.22,457.4
2023-11-17,P9,DSLR Camera,483.67,5,Friday,15,4.24,0.55,464.39
2024-08-03,P9,DSLR Camera,496.46,5,Saturday,15,4.79,0.85,485.25
2024-07-29,P9,DSLR Camera,463.27,5,Monday,20,4.57,0.77,452.96
2023-03-24,P9,DSLR Camera,466.62,5,Friday,20,4.26,0.58,439.64
2024-08-15,P9,DSLR Camera,471.8,5,Thursday,15,4.59,0.63,469.15
2024-07-12,P9,DSLR Camera,553.98,5,Friday,5,4.36,0.65,568.58
2024-07-22,P9,DSLR Camera,523.29,5,Monday,10,3.92,0.26,497.88
2023-02-05,P9,DSLR Camera,519.13,5,Sunday,10,4.28,0.59,523.58
2024-04-23,P9,DSLR Camera,575.46,5,Tuesday,0,4.91,0.94,558.85
2024-10-24,P9,DSLR Camera,467.91,5,Thursday,20,4.84,0.97,472.93
2024-02-15,P9,DSLR Camera,467.6,5,Thursday,20,3.57,0.04,496.31
2023-01-14,P9,DSLR Camera,513.81,5,Saturday,10,4.98,1.06,538.82
2024-04-07,P9,DSLR Camera,488.36,5,Sunday,15,4.86,1.0,501.25
2023-10-01,P9,DSLR Camera,564.45,5,Sunday,0,3.99,0.25,590.52
2023-04-06,P9,DSLR Camera,523.21,5,Thursday,10,4.15,0.53,529.87
2023-11-01,P9,DSLR Camera,586.23,5,Wednesday,0,3.67,0.07,602.08
2023-01-03,P9,DSLR Camera,514.33,5,Tuesday,10,3.91,0.23,516.34
2024-01-19,P9,DSLR Camera,566.09,5,Friday,0,3.77,0.13,544.45
2023-11-27,P9,DSLR Camera,541.99,5,Monday,5,4.73,0.88,540.41
2023-03-31,P9,DSLR Camera,476.4,5,Friday,15,4.6,0.67,497.45
2024-12-10,P9,DSLR Camera,475.41,5,Tuesday,15,4.37,0.65,473.46
2023-08-12,P9,DSLR Camera,497.01,5,Saturday,15,3.64,-0.01,522.32
2024-01-25,P9,DSLR Camera,507.59,5,Thursday,10,4.22,0.56,530.8
2023-10-22,P9,DSLR Camera,471.17,5,Sunday,15,4.59,0.78,498.07
2024-03-13,P9,DSLR Camera,488.77,5,Wednesday,15,4.52,0.6,510.09
2024-10-19,P9,DSLR Camera,473.0,5,Saturday,15,3.83,0.12,471.73
2024-09-21,P9,DSLR Camera,471.8,5,Saturday,20,4.65,0.82,450.9
2024-08-14,P9,DSLR Camera,539.93,5,Wednesday,5,4.87,0.99,520.53
2024-08-27,P9,DSLR Camera,541.51,5,Tuesday,5,3.94,0.36,552.91
2023-09-25,P9,DSLR Camera,557.32,5,Monday,0,3.83,0.21,550.9
2023-01-17,P9,DSLR Camera,490.34,5,Tuesday,15,3.58,0.15,487.11
2023-05-10,P9,DSLR Camera,489.39,5,Wednesday,15,4.86,0.82,510.54
2024-07-23,P9,DSLR Camera,585.43,5,Tuesday,0,4.58,0.81,587.97
2024-09-12,P9,DSLR Camera,537.62,5,Thursday,5,4.35,0.5,514.27
2024-12-12,P9,DSLR Camera,562.89,5,Thursday,0,4.47,0.63,574.53
2023-07-05,P9,DSLR Camera,484.02,5,Wednesday,15,4.97,0.97,465.93
2023-06-20,P9,DSLR Camera,572.1,5,Tuesday,0,4.49,0.59,580.2
2023-10-12,P9,DSLR Camera,522.02,5,Thursday,10,3.63,0.05,531.05
2023-10-04,P9,DSLR Camera,519.4,5,Wednesday,10,4.25,0.4,533.27
2024-05-10,P9,DSLR Camera,495.57,5,Friday,15,4.56,0.63,500.72
2024-01-08,P9,DSLR Camera,494.1,5,Monday,15,4.16,0.42,506.87
2024-01-20,P9,DSLR Camera,448.53,5,Saturday,20,4.96,0.93,437.64
2024-07-30,P9,DSLR Camera,454.34,5,Tuesday,20,4.54,0.78,437.62
2024-02-20,P9,DSLR Camera,529.12,5,Tuesday,10,3.55,0.05,540.59
2024-03-20,P9,DSLR Camera,455.84,5,Wednesday,20,3.83,0.31,443.36
2023-05-24,P9,DSLR Camera,460.71,5,Wednesday,20,4.44,0.7,462.64
2023-06-03,P9,DSLR Camera,534.82,5,Saturday,5,3.95,0.34,525.52
2024-02-03,P9,DSLR Camera,456.46,5,Saturday,20,3.54,0.08,452.91
2024-03-14,P9,DSLR Camera,456.35,5,Thursday,20,4.01,0.24,470.56
2023-12-23,P9,DSLR Camera,556.63,5,Saturday,5,4.27,0.52,557.19
2023-07-12,P9,DSLR Camera,550.16,5,Wednesday,5,3.86,0.24,554.54
2023-11-09,P9,DSLR Camera,477.89,5,Thursday,15,3.8,0.11,505.67
2023-06-19,P9,DSLR Camera,478.77,5,Monday,15,4.4,0.51,483.89
2024-11-26,P9,DSLR Camera,461.11,5,Tuesday,20,4.62,0.83,465.35
2023-01-19,P9,DSLR Camera,444.12,5,Thursday,20,4.69,0.82,453.62
2024-05-14,P9,DSLR Camera,509.47,5,Tuesday,10,4.15,0.38,527.79
2024-03-09,P9,DSLR Camera,480.69,5,Saturday,15,4.44,0.6,463.86
2023-03-19,P9,DSLR Camera,485.84,5,Sunday,15,4.25,0.51,462.47
2023-12-21,P9,DSLR Camera,526.94,5,Thursday,10,4.3,0.51,506.98
2024-10-07,P9,DSLR Camera,509.21,5,Monday,10,4.49,0.73,479.72
2024-02-18,P9,DSLR Camera,584.98,5,Sunday,0,3.72,0.15,580.18
2023-06-20,P9,DSLR Camera,517.74,5,Tuesday,10,4.33,0.52,500.48
2023-07-07,P9,DSLR Camera,534.29,5,Friday,5,3.75,0.16,527.47
2023-04-14,P9,DSLR Camera,553.89,5,Friday,5,4.51,0.58,552.0
2024-10-07,P9,DSLR Camera,574.51,5,Monday,0,4.65,0.79,549.44
2024-03-10,P9,DSLR Camera,489.51,5,Sunday,15,4.33,0.5,467.89
2024-06-17,P9,DSLR Camera,575.12,5,Monday,0,4.28,0.59,553.36
2024-07-09,P9,DSLR Camera,445.64,5,Tuesday,20,3.67,0.08,454.42
2024-10-05,P9,DSLR Camera,575.65,5,Saturday,0,3.75,0.2,554.12
2024-09-30,P9,DSLR Camera,547.82,5,Monday,5,4.04,0.26,560.66
2023-06-19,P9,DSLR Camera,563.67,5,Monday,0,4.75,0.9,543.89
2024-08-17,P9,DSLR Camera,558.51,5,Saturday,0,4.22,0.39,557.06
2023-08-18,P9,DSLR Camera,450.86,5,Friday,20,3.52,-0.01,454.55
2024-10-10,P9,DSLR Camera,547.65,5,Thursday,5,4.61,0.78,569.7
2023-06-29,P9,DSLR Camera,454.73,5,Thursday,20,4.33,0.57,462.29
2024-04-17,P9,DSLR Camera,534.87,5,Wednesday,5,4.96,0.96,562.38
2023-04-26,P9,DSLR Camera,524.83,5,Wednesday,10,4.82,0.92,520.67
2023-08-13,P9,DSLR Camera,508.83,5,Sunday,10,4.41,0.55,534.62
2023-10-20,P9,DSLR Camera,497.92,5,Friday,15,4.75,0.77,477.35
2023-03-04,P9,DSLR Camera,571.7,5,Saturday,0,3.93,0.24,570.03
2024-05-04,P9,DSLR Camera,478.03,5,Saturday,15,3.85,0.31,473.82
2023-04-01,P9,DSLR Camera,495.08,5,Saturday,15,4.58,0.72,517.73
2023-11-03,P9,DSLR Camera,553.85,5,Friday,5,3.74,0.21,534.93
2024-12-17,P9,DSLR Camera,553.63,5,Tuesday,5,4.61,0.7,556.79
2023-01-20,P9,DSLR Camera,581.49,5,Friday,0,4.62,0.84,553.72
2023-12-02,P9,DSLR Camera,538.08,5,Saturday,5,3.64,0.02,537.41
2023-06-22,P9,DSLR Camera,573.29,5,Thursday,0,3.74,0.08,555.88
2024-01-20,P9,DSLR Camera,499.47,5,Saturday,15,4.25,0.54,476.8
2024-06-24,P9,DSLR Camera,544.81,5,Monday,5,3.75,0.23,530.08
2024-11-22,P9,DSLR Camera,541.43,5,Friday,5,4.42,0.61,568.7
2023-02-11,P9,DSLR Camera,524.24,5,Saturday,10,4.69,0.71,533.23
2023-05-03,P9,DSLR Camera,507.41,5,Wednesday,10,4.3,0.53,530.07
2023-02-14,P9,DSLR Camera,582.52,5,Tuesday,0,4.23,0.48,598.21
2024-06-13,P9,DSLR Camera,560.9,5,Thursday,0,4.95,1.02,563.85
2024-02-16,P9,DSLR Camera,521.43,5,Friday,10,4.9,0.89,536.28
2023-01-14,P9,DSLR Camera,516.65,5,Saturday,10,4.45,0.72,539.77
2024-01-12,P9,DSLR Camera,577.48,5,Friday,0,3.54,0.12,590.98
2024-09-23,P9,DSLR Camera,454.8,5,Monday,20,4.86,0.96,449.91
2024-05-29,P9,DSLR Camera,493.46,5,Wednesday,15,4.16,0.43,478.1
2023-01-23,P9,DSLR Camera,539.59,5,Monday,5,3.94,0.22,539.25
2023-01-27,P9,DSLR Camera,455.77,5,Friday,20,4.99,1.05,459.64
2024-09-01,P9,DSLR Camera,536.77,5,Sunday,5,4.14,0.4,556.12
2024-10-04,P9,DSLR Camera,474.35,5,Friday,15,4.73,0.85,469.66
2024-01-08,P9,DSLR Camera,581.49,5,Monday,0,4.5,0.64,594.57
2023-08-07,P9,DSLR Camera,511.72,5,Monday,10,4.38,0.66,536.84
2023-12-25,P9,DSLR Camera,565.16,5,Monday,0,3.9,0.25,536.37
2024-11-21,P9,DSLR Camera,508.6,5,Thursday,10,4.54,0.72,495.65
2023-11-08,P9,DSLR Camera,577.48,5,Wednesday,0,3.8,0.25,564.95
2024-06-04,P9,DSLR Camera,505.8,5,Tuesday,10,4.08,0.44,485.81
2024-06-16,P9,DSLR Camera,442.61,5,Sunday,20,4.65,0.76,435.33
2023-09-17,P9,DSLR Camera,476.21,5,Sunday,15,4.19,0.44,501.12
2024-10-15,P9,DSLR Camera,581.96,5,Tuesday,0,3.72,0.06,592.19
2024-08-15,P9,DSLR Camera,573.6,5,Thursday,0,3.8,0.21,550.37
2024-10-13,P9,DSLR Camera,543.47,5,Sunday,5,4.39,0.69,520.26
2023-08-20,P9,DSLR Camera,579.4,5,Sunday,0,4.28,0.56,554.84
2023-07-13,P9,DSLR Camera,498.42,5,Thursday,15,3.63,0.01,476.08
2023-02-22,P9,DSLR Camera,523.14,5,Wednesday,10,4.34,0.56,505.15
2024-02-20,P9,DSLR Camera,581.27,5,Tuesday,0,4.32,0.55,558.17
2023-11-08,P9,DSLR Camera,489.12,5,Wednesday,15,4.93,1.05,490.15
2023-02-03,P9,DSLR Camera,488.9,5,Friday,15,4.4,0.56,509.64
2024-09-28,P9,DSLR Camera,472.5,5,Saturday,15,3.54,0.04,488.58
2023-02-28,P9,DSLR Camera,584.05,5,Tuesday,0,4.74,0.86,586.41
2023-01-29,P9,DSLR Camera,499.6,5,Sunday,10,4.34,0.66,483.16
2023-09-12,P9,DSLR Camera,465.07,5,Tuesday,20,3.59,-0.02,441.82
2024-03-07,P9,DSLR Camera,464.33,5,Thursday,20,3.92,0.2,443.09
2023-10-31,P9,DSLR Camera,573.77,5,Tuesday,0,4.53,0.74,598.17
2023-09-26,P9,DSLR Camera,549.81,5,Tuesday,5,4.0,0.25,547.37
2024-09-10,P9,DSLR Camera,485.8,5,Tuesday,15,4.61,0.65,492.3
2023-07-28,P9,DSLR Camera,530.55,5,Friday,5,4.53,0.75,546.23
2024-06-08,P9,DSLR Camera,486.16,5,Saturday,15,3.57,0.14,492.39
2024-06-04,P9,DSLR Camera,479.46,5,Tuesday,15,4.15,0.39,476.27
2023-06-23,P9,DSLR Camera,576.31,5,Friday,0,4.08,0.33,561.06
2024-01-26,P9,DSLR Camera,570.02,5,Friday,0,4.32,0.61,592.37
2023-10-14,P9,DSLR Camera,535.51,5,Saturday,5,4.47,0.65,552.17
2023-01-27,P9,DSLR Camera,456.73,5,Friday,20,4.23,0.4,453.16
2024-12-16,P9,DSLR Camera,499.19,5,Monday,15,4.39,0.62,489.9
2023-08-08,P9,DSLR Camera,511.31,5,Tuesday,10,4.12,0.33,536.62
2023-12-17,P9,DSLR Camera,528.58,5,Sunday,10,4.31,0.55,505.86
2023-02-13,P9,DSLR Camera,473.96,5,Monday,15,4.07,0.33,491.42
2023-04-27,P9,DSLR Camera,478.59,5,Thursday,15,3.78,0.19,501.19
2023-11-21,P9,DSLR Camera,469.29,5,Tuesday,20,4.91,0.84,447.83
2023-06-19,P9,DSLR Camera,444.91,5,Monday,20,4.14,0.39,471.64
2023-05-29,P9,DSLR Camera,529.56,5,Monday,5,4.66,0.79,535.22
2024-11-02,P9,DSLR Camera,507.52,5,Saturday,10,4.58,0.79,482.15
